S#,Teacher Name,University Currently Teaching,Department,Province University Located,Designation,Terminal Degree,Graduated from,Country,Year,Area of Specialization/Research Interests,Other Information,degree_title
1322,Najeed Ahmed Khan.,"NED,UET",Computer Science,Sindh,Associate Professor,PhD,University of Leeds,uk,,Computer Vision.,,PhD
1323,Muhammad Mubashir Khan.,"NED,UET",Computer Science,Sindh,Associate Professor,PhD,University of Leeds,uk,,Information Security.,,PhD
1325,Saman Hina.,"NED,UET",Computer Science,Sindh,Assistant Professor,PhD,University of Leeds,uk,,Semantics.,,PhD
1326,Shariq Mahmood Khan.,"NED,UET",Computer Science,Sindh,Assistant Professor,PhD,Brunel University,uk,,Wireless Ad-Hoc Routing Protocols and Information Security.,,PhD
1327,Shehnila Zardari.,"NED,UET",Computer Science,Sindh,Assistant Professor,PhD,The University of Birmingham,uk,,"Cloud Adoption: A Goal-Oriented Requirements Engineering Approach Research Interests: Requirements Engineering, Risk Management, Cloud Architecture, Software Engineering",,PhD
1328,Raheela Asif.,"NED,UET",Computer Science,Sindh,Assistant Professor,PhD,NED University of Engineering And Technology,pakistan,,Educational Data Mining,,PhD
1335,Imran Khan,"Institute of Business Administration, Karachi�",Computer Science,Sindh,Assistant Professor,PhD,"Institute of Business Administration,Karachi",pakistan,2015.0,,,PhD
1336,Imran N. Junejo,"Institute of Business Administration, Karachi�",Computer Science,Sindh,Associate Professor,PhD,University of Central Florida,usa,2007.0,,,PhD
1337,Imran Rauf,"Institute of Business Administration, Karachi�",Computer Science,Sindh,Assistant Professor,PhD,Max Planck Institute for Computer Science,germany,2011.0,,,PhD
1338,Nasir Touheed,"Institute of Business Administration, Karachi�",Computer Science,Sindh,Professor,PhD,University of Leeds,uk,1999.0,,,PhD
1339,Quratulain Nizamuddin Rajput,"Institute of Business Administration, Karachi�",Computer Science,Sindh,Assistant Professor,PhD,"Institute of Business Administration,Karachi",pakistan,2011.0,,,PhD
1340,S.m. Faisal Iradat,"Institute of Business Administration, Karachi�",Computer Science,Sindh,Assistant Professor,PhD,"Institute of Business Administration,Karachi",pakistan,2013.0,,,PhD
1341,Sajjad Haider,"Institute of Business Administration, Karachi�",Computer Science,Sindh,Professor,PhD,George Mason University,usa,2005.0,,,PhD
1342,Sayeed Ghani,"Institute of Business Administration, Karachi�",Computer Science,Sindh,Associate Professor,PhD,Columbia University,usa,1990.0,,,PhD
1343,Shakeel Ahmed Khoja,"Institute of Business Administration, Karachi�",Computer Science,Sindh,Professor/Chairperson,PhD,University of Southampton,uk,2008.0,,,PhD
1344,Tariq Mahmood,"Institute of Business Administration, Karachi�",Computer Science,Sindh,Assistant Professor,PhD,University of Trento,italy,2009.0,,,PhD
1345,Zaheeruddin Asif,"Institute of Business Administration, Karachi�",Computer Science,Sindh,Assistant Professor,PhD,Temple University,usa,2008.0,,,PhD
1346,Syed Irfan Nabi,"Institute of Business Administration, Karachi�",Computer Science,Sindh,Assistant Professor,PhD,"Institute of Business Administration,Karachi",pakistan,2013.0,,,PhD
1348,M. Abdul Rehman,"Institute of Business Administration,Sukkur",Computer Science,Sindh,Associate Professor/HoD,PhD,University of Bayreuth,germany,,"Scientific Workflows, Scientific (machine generated) Data Management, Ontology based data integration, and Data transformation as well as transportation in scientific applications. Moreover, his interests also include the dataflow and data transformation languages.",,PhD
1349,Qamar Uddin Khand,"Institute of Business Administration,Sukkur",Computer Science,Sindh,Associate Professor,PhD,"Muroran Institute of Technology,Hokkaido",japan,,"Embedded Control Systems, Sketch-Based Interfaces and Modeling, Soft Computing, Computer Graphics, and Renewable Energy based Irrigation Systems.",,PhD
1350,Sher Muhammad Doudpota,"Institute of Business Administration,Sukkur",Computer Science,Sindh,Director,PhD,Asian Institute of Technology,thailand,,Multimedia Data Mining,,PhD
1351,Javed Ahmed Shahani�,"Institute of Business Administration,Sukkur",Computer Science,Sindh,Assistant Professor,PhD,University of Bologna,italy,,"Semantic Web technologies, Online Social Networks, Privacy and Data Protection, Social Application Development, Multi Agent Systems",,PhD
1352,Ahmad Waqas,"Institute of Business Administration,Sukkur",Computer Science,Sindh,Associate Professor,PhD,International Islamic University,malaysia,,"�Distributed Systems, Cloud Computing, Network Design, Security and Management, Algorithms and Data Structures and Theoretical computer science.",,PhD
1353,M. Ajmal Sawand,"Institute of Business Administration,Sukkur",Computer Science,Sindh,Assistant Professor,PhD,Paris Descartes University,france,,"security and resource management in Wireless Medical Sensor Networks, Wireless Body Area Networks, Wireless Sensor Networks, Virtual Sensor Networks, Mobile Crowd Sensing, Participatory Sensing, Quality of Monitoring for medical and health applications and Quality of Service optimization for audiovisual communications.",,PhD
1367,Hameedullah Kazi,ISRA University,"ENGINEERING, SCIENCE & TECHNOLOGY",Sindh,Professor,PhD,Asian Institute of Technology,thailand,,,,PhD
1368,Ahmed Waliullah Kazi,ISRA University,"ENGINEERING, SCIENCE & TECHNOLOGY",Sindh,Associate Professor,PhD,State University of New York System,usa,,,,PhD
1370,Kamran Khowaja,ISRA University,"ENGINEERING, SCIENCE & TECHNOLOGY",Sindh,Assistant Professor,PhD,University of Malaya,malaysia,,,,PhD
1373,Sehrish Niaz Abrejo,ISRA University,"ENGINEERING, SCIENCE & TECHNOLOGY",Sindh,Assistant Professor,PhD,ISRA University,pakistan,,,,PhD
1378,Mohammad Rafique Abro,ISRA University,"ENGINEERING, SCIENCE & TECHNOLOGY",Sindh,Professor,PhD,,uk,,,,PhD
1379,Muhammad Ali Nizamani,ISRA University,"ENGINEERING, SCIENCE & TECHNOLOGY",Sindh,Assistant Professor,PhD,,france,,,,PhD
1381,MUMTAZUL IMAM,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Professor,PhD,London University,uk,,,,PhD
1382,SHAKIL AHMED,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Associate Professor/Chairman,PhD,Universiti Putra Malaysia Putra,malaysia,,,,PhD
1383,RABIA NOOR ENAM,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Associate Professor,PhD,Sir Syed University of Engineering and Technology,pakistan,,,,PhD
1384,MUHAMMAD TAHIR,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Associate Professor,PhD,University of Rome Tor Vergata,italy,,,,PhD
1385,SYED HASSAN RAZA NAQVI,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Associate Professor,PhD,Politecnico di Milano,italy,,,,PhD
1386,REHAN INAM QURESHI,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Associate Professor,PhD,University of South Australia,australia,,,,PhD
1417,SYED SAOOD ZIA,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Assistant Professor,PhD,Hamdard University,pakistan,,,,PhD
1477,Prof. Dr. Muhammad Shahab Siddiqui,Jinnah University for Women,Computer Science & IT,Sindh,Professor,PhD,Hamdard University,pakistan,,,,PhD
1478,Prof. Dr. Abu Turrab Alam,Jinnah University for Women,Computer Science & IT,Sindh,Professor,PhD,University of Surrey,uk,,,,PhD
1502,Abdul Kabeer Kazi,Khadim Ali Shah Bukhari Institute of Technology,Computer Science,Sindh,Associate Professor,PhD,,,,,,PhD
1504,Muhammad Mobeen Movania�,DHA Suffa University,Computer Science,Sindh,Assistant Professor/HoD ,PhD,�Nanyang Technological University,singapore,,"GPU based volume rendering, Biomedical imaging and visualization, Soft body simulations, Physically based animation, Physically based rendering, Cloth simulation, Augmented reality�",,PhD
1505,�Hironao Takahashi�,DHA Suffa University,Computer Science,Sindh,Associate Professor,PhD,Tokyo Institute of Technology,japan,,Ontology-based Classification and Mind Uploading�,,PhD
1506,Navid Jamil Malik�,DHA Suffa University,Computer Science,Sindh,Assistant Professor/Director,PhD,,,,"Intelligent Control , Curriculum Development , Engineering Education , Teaching Mathematics for Engineering , Higher Education Leadership , Soft Skills ",,PhD
1507,Rauf A. S. Malick�,DHA Suffa University,Computer Science,Sindh,Assistant Professor,PhD,University of Karachi,pakistan,,"Computational Biology , Big Data Analysis , Computational Social Science ",,PhD
1516,Muhammad Khalid Khan,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Director,PhD,PAF-Karachi Institute of Economics and Technology,pakistan,,"Intelligent and Multi-Agent Systems,
Scheduling issues in Distributed Systems
Security and Management Issues in Next Generation Networks",,PhD
1517,Khurrum Nazeer Junejo,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,PhD,Lahore University of Management Sciences,pakistan,,"Data & Text Mining, Machine Learning, Research Trends in Artificial Intelligence, Information Retrieval, Computability and Complexity, Graph Theory and Algorithms.",,PhD
1518,Maaz Bin Ahmad,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,PhD,Centre for Advanced Studies in Engineering,pakistan,,"Insider threats Detection
Risk Assessment & prevention
Efficient Video Processing Techniques
Cloud Computing",,PhD
1519,Muhammad Taha Jilani,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,PhD,Universiti Teknologi PETRONAS,malaysia,,"Internet of Things
Smart Sensors & Networks",,PhD
1555,Asim Imdad Wagan,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Associate Professor,PhD,"INSA de Lyon, Rhone",france,,,,PhD
1556,Shaukat Wasi,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Associate Professor/HoD,PhD,FAST� National University of Computer and Emerging Sciences,pakistan,,,,PhD
1557,Khaliq-ur-Rahman Raazi,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Associate Professor/HoD,PhD,Kyung Hee University,south korea,,,,PhD
1558,Kashif Ishaque,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Associate Professor,PhD,Universiti Teknologi PETRONAS,malaysia,,"Modelling and simulation of grid-connected photovoltaic system, efficient battery charging devices for PV system, intelligent control, non-linear systems and exploitation of evolutionary algorithms such as genetic algorithm (GA), particle swarm optimization (PSO) and differential evolution (DE) in engineering applications.",,PhD
1559,Haji Khan Soomro,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Professor,PhD,University of Dundee,uk,,,,PhD
1560,Syed Qutubuddin Ahmed,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,PhD,Illinois Institute of Technology,usa,,,,PhD
1561,Syed Asad Hussain,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,PhD,City University of Science and Technology,hongkong,2017.0,"Building energy efficiency, data fusion, uncertainty analysis and robust control.",,PhD
1562,Asmat Ara,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,PhD,University of Karachi,pakistan,,,,PhD
1566,Khalid Mahmood Dar,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,PhD,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology,pakistan,,,,PhD
1569,Waheed Uddin Hyder,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,PhD,University of Malaga,spain,,,,PhD
1576,Waqar Saleem,Habib University,Computer Science,Sindh,Assistant Professor,PhD,Max Planck Institute for Computer Science,germany,,Digital processing and management tools for 2D and 3D shape repositories; geometric modeling; data structures; advanced programming; algorithm analysis; digital computer logic; computer architecture; linear algebra; discrete mathematics.,,PhD
1577,Shah Jamal Alam,Habib University,Computer Science,Sindh,Assistant Professor/Director,PhD,Manchester Metropolitan University,uk,,"Social network analysis,Land use change,Climate change adaptation,Infectious disease transmission,Social anthropology",,PhD
1578,Umair Azfar Khan,Habib University,Computer Science,Sindh,Assistant Professor,PhD,"Kyushu University,Fukuoka",japan,,Artificial Intelligence and Planning Graphs,,PhD
1579,Syeda Saleha Raza,Habib University,Computer Science,Sindh,Assistant Professor,PhD,"Institute of Business Administration,Karachi",pakistan,,"Robotics, Machine Learning, Probabilistic Reasoning and Computational Intelligence",,PhD
1580,Shahid Hussain,Habib University,Computer Science,Sindh,Assistant Professor,PhD,King Abdullah University of Science and Technology,saudi arabia,,"design and analysis of efficient algorithms, graph theory, discrete and combinatorial optimization, and machine learning/data mining.",,PhD
1581,Taj Muhammad Khan,Habib University,Computer Science,Sindh,Assistant Professor,PhD,INRIA Saclay Ile-de-France,france,,"Computer Architecture, Compiler Optimizations and Natural Languages",,PhD
1587,Dost Muhammad Khan,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,University of Technology,mauritius,,"RDBMS, Distributed Systems, Multi-Agent System (MAS), Data Minning and Data Minning Techniques.",,PhD
1588,Shahzad Ali,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,,,,"Energy Efficient Cloud Computing, Decision Making Algorithm",,PhD
1589,Waqar Aslam,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,Eindhoven University of Technology (TU/e),netherland,,,HEC Approved Supervisor,PhD
1592,Malik Muhammad Saad Missen,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,Universit� de la Rochelle,france,2015.0,"Information Retrieval/Processing,Web Usability Engineering,Software Quality Assurance",,PhD
1593,Mamoona Naveed Asghar,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,University of Essex,uk,,"Research interests include the security aspects of multimedia (Audio and Video), Compression, Encryption, Steganography, Secure transmission and the Key management schemes for standard and scalable video.",,PhD
1594,Imran Sarwar Bajwa,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,University of Birmingham,uk,,"Natural Language Processing, Automated Software Engineering, Image Processing, Machine Translation",HEC Approved Supervisor,PhD
1595,Nadeem Akhtar,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,University of South Brittany,france,,"Formal software engineering, Software architecture, Multi-agent robotics",HEC Approved Supervisor,PhD
1611,Saima Abdullah,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,University of Essex,uk,,"Wireless sensor networks. Internet of things(IoT), Scheduling patterns of sensor messages, Node failures management, QoS aware message scheduling",,PhD
1617,Shahzad Mumtaz,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,PhD,"Aston University, Birmingham",uk,,"Machine Learning/Data Science/Data Mining/Statistical Pattern Analysis in general but with a particular interest in probabilistic approaches of high-dimensional data projection approaches and their use in answering questions related to biological problems related to protein analytics, patient specific analytics etc.",,PhD
1623,Khalid Mehmood Aamir,"University of Sargodha,Mianwali Campus",Computer Science,Punjab,Assistant Professor/In Charge,PhD,,,,,,PhD
1630,Mehdi Hassan,University of Chakwal,Computer Science,Punjab,Assistant Professor,PhD,Pakistan Institute of Engineering and Applied Sciences,pakistan,,Machine Learning,,PhD
1643,Ahsan Latif,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Assistant Professor,PhD,,austria,,"Computer Vision, Artificial Intelligence, Nonlinear Dynamics",HEC Approved Supervisor,PhD
1647,Saqib Ali,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Assistant Professor,PhD,,,,"Networking and distributed computing technology, Multi-channel multi-radio high speed wireless networks, Network performance monitoring and Interference optimization. ",HEC Approved Supervisor,PhD
1657,Muhammad Kashif Hanif,Government College University Faisalabad,Computer Science,Punjab,Assistant Professor,PhD,Hamburg University of Technology,germany,2014.0,,,PhD
1667,Uzma Jamil,Government College University Faisalabad,Computer Science,Punjab,Lecturer,PhD,"Bahria University,Islamabad",pakistan,2017.0,,,PhD
1673,Muhammad Asif Habib,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,JKU,austria,,"Computer Networks (Information Network Security (Access Control/Authorization), Cloud Computing Security)",HEC Approved Supervisor,PhD
1674,Muhammad Asif,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,Asian Institute of Technology,thailand,,,HEC Approved Supervisor,PhD
1675,Rehan Ashraf,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,"University of Engineering and Technology,Taxila",pakistan,,"Image classification, Image retrieval, Content-Based Image Retrieval, Machine learning, Computer vision",,PhD
1676,Mudassar Ahmad,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,University of Technology,malaysia,,,,PhD
1677,Sohail Jabbar,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,"Bahria University,Islamabad",pakistan,,Wireless Communication and Networks,,PhD
1678,Nadeem Faisal,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,PhD,University of Oviedo,spain,2017.0,"E-commerce, usability testing, User interface design, User acceptance testing, User experience design, Databases, Requirement engineering & analysis, Human-computer-interaction.",,PhD
1679,Haseeb Ahmad,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,Beijing University of Posts & Telecommunications,china,2017.0,"Data Mining (Classification, Prediction, Online Social Networks, Recommender Systems and other similar topics), Information Security (Privacy preservation, Authentication and other similar topics).",,PhD
1701,Muhammad Sheraz Arshad,"Riphah University,Faisalabad",Computer Science,Punjab,Assistant Professor/Principal,PhD,Universiti Teknologi PETRONAS,malaysia,,,,PhD
1702,Mudassar Ahmed,"Riphah University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,Universiti Teknologi PETRONAS,malaysia,,,,PhD
1703,Ijaz Ali Shoukat,"Riphah University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,Universiti Teknologi PETRONAS,malaysia,,,,PhD
1717,Fahad Javed,Gift University,Computer Science,Punjab,Assistant Professor,PhD,Lahore University of Management Sciences,pakistan,,,,PhD
1727,Shahid Manzoor,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Assistant Professor,PhD,"Swedish University of Agricultural Sciences, Uppsala",sweden,2014.0,"NGS Data (Assembly, Annotation, Metabolic Pathways Analysis), Computational Biology.",On study leave,PhD
1730,Ghulam Mustafa,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Assistant Professor,PhD,Beijing Institute of Technology,china,,,,PhD
1775,Muhammad Shahzad Sarfraz,University of Gujrat,Computer Science,Punjab,Associate Professor/HoD,PhD,Asian Institute of Technology,thailand,,using Geospatial technologies to strengthen and integrate health systems,,PhD
1776,Abdur Rehman,University of Gujrat,Computer Science,Punjab,Assistant Professor,PhD,University of Engineering and Technology,pakistan,,His core expertise are in the field of machine learning and his focused area of research is �Text Classification�. ,,PhD
1814,Shah Khusro,University of Peshawar,Computer Science,KPK,Professor/HoD,PhD,Vienna University of Technology,austria,,"Web Engineering, Web Semantics, Web 2.0, Lifelogging, Smartphones, Information Overload, Technology for People with Special Needs",,PhD
1815,Azhar Rauf,University of Peshawar,Computer Science,KPK,Professor,PhD,Colorado Technical University,usa,2006.0,"Database Security (Fine Grained Security Techniques, K-Anonymity, Digital Watermarking, Data Encryption), Data Warehousing (Data Quality Techniques, Data De-duplication), Data Mining, Big Data Analytics","Remained at the Chancellor�s list by achieving 4.0 CGPA during the MS Computer Science Program at Colorado Technical University, USA",PhD
1816,Muhammad Abid,University of Peshawar,Computer Science,KPK,Professor,PhD,Cranfield University,uk,1990.0,"Sentiment Analysis, Text Simplification, Plagiarism Detection, Automatic paraphrasing",,PhD
1817,Saeed Mahfooz,University of Peshawar,Computer Science,KPK,Professor,PhD,Liverpool John Moores University,uk,2001.0,"Networks, Mobile Adhoc networks, Wireless sensor Networks, Distrinuted systems, Differential services, Routing Algorithms, Internet Protocol IPv6",,PhD
1818,Sara Shahzad,University of Peshawar,Computer Science,KPK,Associate Professor,PhD,Technical University of Graz,austria,2010.0,"Agile Software Development, Software Quality, Empirical Research in Software Engineering",,PhD
1819,Abdul Haseeb Malik,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,University of York,uk,2012.0,Concurrency and Parallelism Operating System Kernels Programming Languages Computer Architecture Internet of Things,,PhD
1820,Asim Jalal,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,University of Southampton,uk,,"Human Computer Interaction, Technology Enhanced Learning, Learning Analytics, Persuasive Technologies, UX Design",,PhD
1821,Huma Javed,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,Liverpool John Moores University,uk,2008.0,"Middleware, Sensor networks, Embedded systems, Pervasive computing ,Wireless communications.",Currently Member of Board of  Studies of Kohat University and Shaheed Benazir Bhutto  University,PhD
1822,Muhammad Haseeb,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,,,,,,PhD
1823,Muhammad Naeem,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,Brock University Canada,canada,,,,PhD
1824,Naveed Ahmad,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,University of Surrey,uk,2013.0,"Intelligent Transport System, Security, Privacy, Formal Modelling Delay Tolerant Networking, multicasting",,PhD
1825,Waheed ur Rehman,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,University of Westminster,uk,2016.0,"60-GHz networks, resource allocation in HetNets, Capacity analysis in wireless networks",,PhD
1836,Wajeeha Khalil,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Chairperson,PhD,,austria,,,,PhD
1837,Iftikhar Ahmad,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Assistant Professor,PhD,University of Saarland,germany,2013.0,"Blockchain and Cryptocurrencies, Graph Theory and Social Networks, Combinatorial Optimization, Algorithm Engineering, Game Theory, Algorithmic Trading",,PhD
1838,Kamran Ghani,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Assistant Professor,PhD,,uk,,,,PhD
1841,Syed Adeel Ali Shah,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Assistant Professor,PhD,,,,,,PhD
1844,Suhail Yousaf,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Lecturer,PhD,,netherland,,"Distributed Systems, Internet of Things, High-performance Computing, GPU Computing, Wireless Sensor Networks, Pervasive Computing",,PhD
1853,Kareem Akhtar,"University of Engineering and Technology,Jalozai Campus",Computer Science,KPK,Coordinator,PhD,,usa,,,,PhD
1854,Noor Mohammad,"University of Engineering and Technology,Jalozai Campus",Computer Science,KPK,Professor/HoD,PhD,,uk,,,,PhD
1855,Syed Adeel Ali Shah,"University of Engineering and Technology,Jalozai Campus",Computer Science,KPK,Assistant Professor,PhD,,malaysia,,,,PhD
1856,M. Owais Mahmudi,"University of Engineering and Technology,Jalozai Campus",Computer Science,KPK,Assistant Professor,PhD,,sweden,,,,PhD
1857,Aamir Saeed,"University of Engineering and Technology,Jalozai Campus",Computer Science,KPK,Assistant Professor,PhD,,denmark,,,,PhD
1858,Ikram Ullah,"University of Engineering and Technology,Jalozai Campus",Computer Science,KPK,Assistant Professor,PhD,,sweden,,,,PhD
1859,Fazal-i-Haq,"University of Agriculture,Peshawar",Computer Science,KPK,Professor/Chairman,PhD,Ghulam Ishaq Khan Institute of Science and Technology,pakistan,2009.0,Numerical Solution of initial and initial Boundary Value Problems.,,PhD
1860,Yousaf Hayat,"University of Agriculture,Peshawar",Computer Science,KPK,Professor,PhD,The University of Queensland,australia,2014.0,"Biostatistics: Statistical Genetics and Bioinformatics, Linear and Mixed Linear Models, Experimental Designs",,PhD
1861,Zafar Mahmood,"University of Agriculture,Peshawar",Computer Science,KPK,Associate Professor,PhD,University of Rochester,usa,2010.0,Applied Statistics and Biostatistics,,PhD
1868,Gul-e-Saman,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Assistant Professor/Coordinator,PhD,,,,,,PhD
1869,Salma Noor,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Assistant Professor,PhD,,,,,,PhD
1870,Neelam Gohar,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Assistant Professor,PhD,,,,,,PhD
1871,Ambreen Shahnaz,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Assistant Professor,PhD,,,,,,PhD
1885,Bashir Ahmad,Qurtuba University,Computer Science,KPK,Professor,PhD,,,,,,PhD
1886,Asim Zeb,Qurtuba University,Computer Science,KPK,Assistant Professor,PhD,,,,,,PhD
1887,Jamal-Ud-Din,Qurtuba University,Computer Science,KPK,Assistant Professor,PhD,,,,,,PhD
1890,Omar Usman Khan,"FAST,Peshawar",Computer Science,KPK,Associate Professor/HoD,PhD,Politecnico di Torino,italy,2013.0,,HEC approved PhD Supervisor,PhD
1891,Muhammad Nauman,"FAST,Peshawar",Computer Science,KPK,Associate Professor,PhD,University of Kuala Lumpur,malaysia,2014.0,Machine Learning in Security and Privacy,HEC approved PhD Supervisor,PhD
1892,Nouman Azam,"FAST,Peshawar",Computer Science,KPK,Associate Professor,PhD,University of Regina,canada,2014.0,,HEC approved PhD Supervisor,PhD
1893,Hafeez ur Rehman,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,PhD,Politecnico di Torino,italy,2014.0,,HEC approved PhD Supervisor,PhD
1894,Usman Habib,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,PhD,TU Wien,austria,2014.0,,,PhD
1905,GHUFRAN ULLAH,City University,Computer Science,KPK,Assistant Professor,PhD,University of Technology,malaysia,2014.0,WIRELESS SENSOR NETWORK��,,PhD
1906,RASHID NASEEM,City University,Computer Science,KPK,Assistant Professor/HoD ,PhD,Universiti Tun Hussein Onn Malaysia,malaysia,2016.0,"Software Modularization, Software Architecture Recovery, Bugs Prioritization, Software Quality Metrics, Clustering, Classification, Digital Forensics (Files recovery)  ",,PhD
1928,Zahid Saleem,Abasyn University,Computer Science,KPK,Dean,PhD,University of Essex,uk,,Electronic System Engineering / Optical Communication Systems,,PhD
1929,Abdus Salam,Abasyn University,Computer Science,KPK,Professor/HoD,PhD,"International Islamic University,Islamabad",pakistan,,,,PhD
1930,Muhammad Arshad,Abasyn University,Computer Science,KPK,Assistant Professor,PhD,"John Moorse University, Liverpool",uk,,,,PhD
1931,Javed Iqbal Bangash,Abasyn University,Computer Science,KPK,Assistant Professor,PhD,University of Technology,malaysia,,,,PhD
1932,Syed Irfan Ullah,Abasyn University,Computer Science,KPK,Assistant Professor,PhD,"International Islamic University,Islamabad",pakistan,,,,PhD
1972,Dr. Khalid J Siddiqui,Ghulam Ishaq Khan Institute,Computer Science and Engineering,KPK,Professor/Dean,PhD,"Concordia University,Montreal",canada,1994.0,"Pattern Recognition,Non-destructive testing, Biomedical engineering, Chemometrics, Image/signal processing; Knowledge Based & Decision Systems",,PhD
1973,Dr. Zahid Halim,Ghulam Ishaq Khan Institute,Computer Science and Engineering,KPK,Associate Professor,PhD,,,2010.0,"Data Science, Machine learning and Data Mining, Intelligent Transportation Systems, Computational Intelligence",,PhD
1974,Dr. Ghulam Abbas,Ghulam Ishaq Khan Institute,Computer Science and Engineering,KPK,Associate Professor,PhD,,uk,,"Computer networks, wireless communications and distributed systems",,PhD
1975,Dr. Ahmar Rashid,Ghulam Ishaq Khan Institute,Computer Science and Engineering,KPK,Associate Professor,PhD,JNU,south korea,,"Electrical Impedance Tomography, Inverse algorithms, evolutionary algorithms (EAs), Robotic Vision and Bioinformatics",,PhD
1976,Dr. Fawad Hussain,Ghulam Ishaq Khan Institute,Computer Science and Engineering,KPK,Associate Professor,PhD,Grenoble,france,,"Machine Learning, Big Data Anaysis, Data Mining, Artificial Intelligence, Semantic Analysis",,PhD
1977,Dr. Masroor Hussain,Ghulam Ishaq Khan Institute,Computer Science and Engineering,KPK,Associate Professor,PhD,,,,"High Performance Computing, Computational Science, Data Mining, Neural Networks, Image Processing, Video Mining",,PhD
1978,Dr. Rashad M Jillani,Ghulam Ishaq Khan Institute,Computer Science and Engineering,KPK,Assistant Professor,PhD,Florida Atlantic University,usa,2012.0,"Digital Multimedia Systems, Video Compression and Communication, Video Transcoding, Content Adaptation, Pervasive Media delivery",,PhD
